Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	label
61	Spectrogram 1	1	79.796326214	80.492169691	3780.0	7858.4	HOWA-chip
62	Spectrogram 1	1	80.781010380	81.516241224	3382.1	7758.9	HOWA-chip
63	Spectrogram 1	1	81.988889623	82.829153445	3348.9	7725.8	HOWA-chip
64	Spectrogram 1	1	83.616900778	84.811650899	2785.3	8123.7	HOWA-chip
65	Spectrogram 1	1	85.205524565	86.124563120	2553.2	7195.3	HOWA-chip
66	Spectrogram 1	1	86.308370831	87.240538508	2718.9	7891.6	HOWA-chip
67	Spectrogram 1	1	87.542508319	88.395901263	3282.6	7825.3	HOWA-chip
68	Spectrogram 1	1	89.144261229	89.826975584	3083.7	8322.6	HOWA-chip
69	Spectrogram 1	1	90.365269594	91.271179027	3050.5	7924.7	HOWA-chip
70	Spectrogram 1	1	92.383613224	93.237006168	3879.5	8057.4	HOWA-chip
71	Spectrogram 1	1	93.893462278	94.536789267	3780.0	7725.8	HOWA-chip
72	Spectrogram 1	1	95.350794844	95.928476221	3813.2	7792.1	HOWA-chip
73	Spectrogram 1	1	96.729352676	97.320163176	3581.1	7792.1	HOWA-chip
74	Spectrogram 1	1	97.950361042	98.711850130	3547.9	7692.6	HOWA-chip
75	Spectrogram 1	1	99.617759563	100.352990407	3945.8	7991.1	HOWA-chip
76	Spectrogram 1	1	101.048833884	101.770935605	3846.3	7758.9	HOWA-chip
77	Spectrogram 1	1	103.609969445	104.542137122	3581.1	7792.1	HOWA-chip
78	Spectrogram 1	1	104.817848688	105.592466899	3581.1	7692.6	HOWA-chip
79	Spectrogram 1	1	106.406472476	107.286123664	3382.1	7825.3	HOWA-chip
80	Spectrogram 1	1	107.942579775	108.599035885	3150.0	7924.7	HOWA-chip
81	Spectrogram 1	1	109.045426040	109.780656884	3415.3	7858.4	HOWA-chip
82	Spectrogram 1	1	110.371467384	111.054181739	3415.3	8388.9	HOWA-chip
83	Spectrogram 1	1	111.539959261	112.170157127	3514.7	7825.3	HOWA-chip
84	Spectrogram 1	1	112.918517093	113.443681981	3614.2	8024.2	HOWA-chip
85	Spectrogram 1	1	113.955717748	114.704077714	4012.1	7758.9	HOWA-chip
86	Spectrogram 1	1	115.268629969	115.951344324	3846.3	8090.5	HOWA-chip
87	Spectrogram 1	1	116.752220779	117.592484600	3647.4	7427.4	HOWA-chip
88	Spectrogram 1	1	117.999487389	118.695330866	3581.1	7460.5	HOWA-chip
89	Spectrogram 1	1	118.852880333	119.719402399	3481.6	7394.2	HOWA-chip
90	Spectrogram 1	1	121.649383364	122.240193863	3746.8	8621.1	HOWA-chip
91	Spectrogram 1	1	123.231495526	124.111146715	3481.6	7891.6	HOWA-chip
92	Spectrogram 1	1	125.043314392	125.949223824	3382.1	7825.3	HOWA-chip
93	Spectrogram 1	1	126.500646957	127.459072879	3150.0	7659.5	HOWA-chip
94	Spectrogram 1	1	127.761042689	128.338724067	3581.1	7560.0	HOWA-chip
95	Spectrogram 1	1	129.087084033	130.111155565	3614.2	7891.6	HOWA-chip
96	Spectrogram 1	1	130.583803965	131.200872709	3249.5	7858.4	HOWA-chip
97	Spectrogram 1	1	131.857328819	132.684463519	3017.4	7991.1	HOWA-chip
98	Spectrogram 1	1	133.340919629	134.076150473	3382.1	7593.2	HOWA-chip
99	Spectrogram 1	1	134.706348339	135.704161628	3614.2	7361.1	HOWA-chip
100	Spectrogram 1	1	136.098035294	137.095848582	3780.0	7593.2	HOWA-chip
101	Spectrogram 1	1	137.174623315	138.014887137	3614.2	7294.7	HOWA-chip
102	Spectrogram 1	1	138.198694848	138.828892714	3713.7	7228.4	HOWA-chip
103	Spectrogram 1	1	139.695414780	140.246837913	3746.8	7294.7	HOWA-chip
104	Spectrogram 1	1	141.087101734	142.006140289	3514.7	7593.2	HOWA-chip
105	Spectrogram 1	1	142.898920600	143.739184421	3348.9	7394.2	HOWA-chip
106	Spectrogram 1	1	144.658222976	145.682294509	3348.9	7825.3	HOWA-chip
107	Spectrogram 1	1	146.548816574	147.336563907	3879.5	7493.7	HOWA-chip
108	Spectrogram 1	1	147.599146351	148.518184906	3813.2	7394.2	HOWA-chip
109	Spectrogram 1	1	149.305932239	150.093679572	3713.7	7858.4	HOWA-chip
110	Spectrogram 1	1	150.566327971	151.222784082	3813.2	7692.6	HOWA-chip
111	Spectrogram 1	1	151.511624771	152.194339126	3448.4	7261.6	HOWA-chip
112	Spectrogram 1	1	153.323443636	154.137449213	3116.8	7825.3	HOWA-chip
113	Spectrogram 1	1	154.531322879	155.240295479	3647.4	7725.8	HOWA-chip
114	Spectrogram 1	1	155.371586701	156.028042811	4012.1	7294.7	HOWA-chip
115	Spectrogram 1	1	156.579465944	157.209663810	3680.5	7659.5	HOWA-chip
116	Spectrogram 1	1	157.787345188	158.680125498	3713.7	7427.4	HOWA-chip
117	Spectrogram 1	1	159.100257409	160.019295964	3348.9	8024.2	HOWA-chip
118	Spectrogram 1	1	160.176845430	160.885818030	3945.8	7526.8	HOWA-chip
119	Spectrogram 1	1	161.489757652	162.487570940	3382.1	7394.2	HOWA-chip
120	Spectrogram 1	1	162.750153384	163.616675450	3614.2	7526.8	HOWA-chip
121	Spectrogram 1	1	164.168098583	165.218428360	3348.9	7327.9	HOWA-chip
122	Spectrogram 1	1	166.379662046	167.036118156	4211.1	7560.0	HOWA-chip
123	Spectrogram 1	1	167.377475334	168.454063355	3282.6	7725.8	HOWA-chip
124	Spectrogram 1	1	168.769162288	169.478134888	3912.6	7195.3	HOWA-chip
125	Spectrogram 1	1	169.872008554	171.106146042	4177.9	7924.7	HOWA-chip
126	Spectrogram 1	1	171.289953753	172.182734063	3514.7	7327.9	HOWA-chip
127	Spectrogram 1	1	172.629124219	173.443129796	3481.6	7659.5	HOWA-chip
128	Spectrogram 1	1	173.915778195	174.729783772	3780.0	7626.3	HOWA-chip
129	Spectrogram 1	1	175.202432172	175.963921260	3647.4	7659.5	HOWA-chip
130	Spectrogram 1	1	176.725410349	177.486899437	3813.2	7526.8	HOWA-chip
131	Spectrogram 1	1	177.933289592	178.694778680	3746.8	7593.2	HOWA-chip
132	Spectrogram 1	1	178.878586391	179.745108457	3547.9	7692.6	HOWA-chip
133	Spectrogram 1	1	180.270273346	180.979245945	4045.3	7460.5	HOWA-chip
134	Spectrogram 1	1	181.320603123	182.344674655	3780.0	7261.6	HOWA-chip
135	Spectrogram 1	1	182.659773588	183.421262677	3978.9	7560.0	HOWA-chip
136	Spectrogram 1	1	184.130235276	185.101790320	3912.6	7460.5	HOWA-chip
137	Spectrogram 1	1	185.758246430	186.887350941	3978.9	7858.4	HOWA-chip
138	Spectrogram 1	1	187.149933385	187.858905984	4211.1	7394.2	HOWA-chip
139	Spectrogram 1	1	188.305296139	189.145559961	3547.9	7394.2	HOWA-chip
140	Spectrogram 1	1	189.565691872	190.642279893	3813.2	7758.9	HOWA-chip
141	Spectrogram 1	1	191.430027226	192.322807536	3780.0	7327.9	HOWA-chip
142	Spectrogram 1	1	192.742939447	193.451912046	3945.8	7394.2	HOWA-chip
143	Spectrogram 1	1	194.082109913	195.158697934	3415.3	7493.7	HOWA-chip
144	Spectrogram 1	1	195.972703511	196.655417866	3978.9	7394.2	HOWA-chip
145	Spectrogram 1	1	197.942071843	198.834852153	3780.0	7493.7	HOWA-chip
146	Spectrogram 1	1	199.044918109	199.911440175	3912.6	7327.9	HOWA-chip
147	Spectrogram 1	1	200.489121552	201.198094151	3647.4	7294.7	HOWA-chip
148	Spectrogram 1	1	201.618226062	202.852363550	4144.7	7493.7	HOWA-chip
149	Spectrogram 1	1	203.246237216	204.191534016	4144.7	7427.4	HOWA-chip
150	Spectrogram 1	1	204.532891193	205.556962726	3846.3	7758.9	HOWA-chip
151	Spectrogram 1	1	205.898319903	206.869874947	3846.3	7427.4	HOWA-chip
152	Spectrogram 1	1	207.393850054	208.496696320	3945.8	7560.0	HOWA-chip
153	Spectrogram 1	1	209.389476630	210.361031674	4045.3	7692.6	HOWA-chip
154	Spectrogram 1	1	211.070004273	211.989042828	3746.8	7725.8	HOWA-chip
155	Spectrogram 1	1	212.671757183	213.617053982	3680.5	7858.4	HOWA-chip
156	Spectrogram 1	1	214.431059560	215.350098114	3846.3	7626.3	HOWA-chip
157	Spectrogram 1	1	215.849004758	216.741785069	3481.6	7394.2	HOWA-chip
158	Spectrogram 1	1	218.641174093	219.717762114	3746.8	7991.1	HOWA-chip
159	Spectrogram 1	1	220.400476469	221.345773268	3846.3	7361.1	HOWA-chip
160	Spectrogram 1	1	222.054745868	222.947526178	4012.1	7427.4	HOWA-chip
161	Spectrogram 1	1	223.393916334	224.654312066	3912.6	7725.8	HOWA-chip
162	Spectrogram 1	1	225.468317643	226.308581465	3945.8	7792.1	HOWA-chip
163	Spectrogram 1	1	227.201361775	228.172916819	3978.9	7659.5	HOWA-chip
164	Spectrogram 1	1	228.540532241	229.643378506	3415.3	7560.0	HOWA-chip
165	Spectrogram 1	1	230.431125839	231.245131416	4111.6	7626.3	HOWA-chip
166	Spectrogram 1	1	231.744038060	232.715593104	3415.3	7659.5	HOWA-chip
167	Spectrogram 1	1	233.477082192	234.369862503	3846.3	7560.0	HOWA-chip
168	Spectrogram 1	1	234.789994413	235.735291213	4012.1	7626.3	HOWA-chip
169	Spectrogram 1	1	236.496780301	237.363302367	3780.0	7725.8	HOWA-chip
170	Spectrogram 1	1	238.151049700	238.965055277	3713.7	7725.8	HOWA-chip
171	Spectrogram 1	1	239.358928943	240.277967498	3614.2	7560.0	HOWA-chip
172	Spectrogram 1	1	240.671841164	241.538363230	3514.7	7361.1	HOWA-chip
173	Spectrogram 1	1	242.089786363	243.008824918	3945.8	7659.5	HOWA-chip
174	Spectrogram 1	1	243.481473318	244.400511872	3746.8	7758.9	HOWA-chip
175	Spectrogram 1	1	244.715610805	245.713424094	3680.5	7460.5	HOWA-chip
176	Spectrogram 1	1	246.107297760	247.052594559	3746.8	7659.5	HOWA-chip
177	Spectrogram 1	1	247.191178045	248.241507822	3879.5	7493.7	HOWA-chip
178	Spectrogram 1	1	248.477832022	249.265579354	3813.2	7526.8	HOWA-chip
179	Spectrogram 1	1	249.554420043	250.420942109	4211.1	7891.6	HOWA-chip
180	Spectrogram 1	1	250.736041042	251.812629064	3846.3	7626.3	HOWA-chip
181	Spectrogram 1	1	252.206502730	252.836700596	3713.7	7394.2	HOWA-chip
182	Spectrogram 1	1	253.230574262	254.464711750	4045.3	7526.8	HOWA-chip
183	Spectrogram 1	1	255.199942594	256.381563593	4012.1	7725.8	HOWA-chip
184	Spectrogram 1	1	257.169310926	258.167124214	3514.7	7560.0	HOWA-chip
185	Spectrogram 1	1	258.666030858	259.585069413	3813.2	7626.3	HOWA-chip
186	Spectrogram 1	1	260.057717813	261.029272856	3978.9	7725.8	HOWA-chip
187	Spectrogram 1	1	261.580695989	262.499734544	3780.0	7493.7	HOWA-chip
188	Spectrogram 1	1	263.024899432	263.891421498	3647.4	7493.7	HOWA-chip
189	Spectrogram 1	1	264.180262187	264.994267764	3581.1	7560.0	HOWA-chip
190	Spectrogram 1	1	266.175888763	267.226218540	3481.6	7593.2	HOWA-chip
191	Spectrogram 1	1	267.488800984	268.381581295	3746.8	7659.5	HOWA-chip
192	Spectrogram 1	1	268.775454961	269.694493516	3879.5	7327.9	HOWA-chip
193	Spectrogram 1	1	269.957075960	270.744823293	3813.2	7825.3	HOWA-chip
194	Spectrogram 1	1	271.007405737	271.795153070	3780.0	7195.3	HOWA-chip
195	Spectrogram 1	1	272.005219025	272.897999336	4012.1	7394.2	HOWA-chip
196	Spectrogram 1	1	273.266234544	274.211531343	3945.8	7593.2	HOWA-chip
197	Spectrogram 1	1	274.894245698	276.075866697	3746.8	7891.6	HOWA-chip
198	Spectrogram 1	1	276.679806319	277.782652585	3713.7	7659.5	HOWA-chip
199	Spectrogram 1	1	278.097751518	279.253114272	3680.5	7692.6	HOWA-chip
200	Spectrogram 1	1	280.040861605	281.196224360	3879.5	7593.2	HOWA-chip
201	Spectrogram 1	1	281.852680470	282.614169559	3614.2	7692.6	HOWA-chip
202	Spectrogram 1	1	283.165592692	284.347213691	3216.3	7758.9	HOWA-chip
203	Spectrogram 1	1	284.767345601	285.633867667	3978.9	7758.9	HOWA-chip
204	Spectrogram 1	1	286.211549045	287.130587600	3581.1	7460.5	HOWA-chip
205	Spectrogram 1	1	287.682010732	288.706082265	3415.3	7560.0	HOWA-chip
206	Spectrogram 1	1	289.651379064	290.675450597	3713.7	8256.3	HOWA-chip
207	Spectrogram 1	1	291.148098996	292.277203507	4144.7	7825.3	HOWA-chip
208	Spectrogram 1	1	293.064950839	294.036505883	3282.6	7626.3	HOWA-chip
209	Spectrogram 1	1	294.561670771	295.585742304	3481.6	7526.8	HOWA-chip
210	Spectrogram 1	1	295.979615970	297.003687503	3945.8	7493.7	HOWA-chip
211	Spectrogram 1	1	297.371302925	298.421632702	3415.3	7526.8	HOWA-chip
212	Spectrogram 1	1	299.130605301	300.259709811	3912.6	7957.9	HOWA-chip
213	Spectrogram 1	1	300.496034011	301.598880277	3514.7	7593.2	HOWA-chip
214	Spectrogram 1	1	301.994651036	302.861173102	3879.5	8090.5	HOWA-chip
215	Spectrogram 1	1	303.753953413	304.883057923	3713.7	7128.9	HOWA-chip
216	Spectrogram 1	1	305.355706322	306.195970144	4177.9	7758.9	HOWA-chip
217	Spectrogram 1	1	306.826168010	307.640173587	4111.6	7725.8	HOWA-chip
219	Spectrogram 1	1	308.244113209	309.346959475	3415.3	7692.6	HOWA-chip
220	Spectrogram 1	1	311.552652006	312.445432317	4045.3	7593.2	HOWA-chip
221	Spectrogram 1	1	313.627053316	314.467317137	3978.9	7427.4	HOWA-chip
222	Spectrogram 1	1	315.333839203	316.095328292	3978.9	7560.0	HOWA-chip
223	Spectrogram 1	1	318.038438379	319.062509912	3846.3	7195.3	HOWA-chip
224	Spectrogram 1	1	321.084394732	322.187240998	4310.5	7361.1	HOWA-chip
225	Spectrogram 1	1	322.712405886	323.631444441	3945.8	7460.5	HOWA-chip
226	Spectrogram 1	1	324.681774218	325.390746818	4277.4	7095.8	HOWA-chip
227	Spectrogram 1	1	326.204752395	327.307598661	4410.0	7261.6	HOWA-chip
228	Spectrogram 1	1	328.095345993	329.119417526	3978.9	7460.5	HOWA-chip
229	Spectrogram 1	1	329.987080462	331.116184972	4045.3	7327.9	HOWA-chip
230	Spectrogram 1	1	331.877674060	332.691679637	4177.9	7128.9	HOWA-chip
